X;Y
0,7055611;0,9179692
0,7055611;0,9179692
0,7055611;0,9179692
0,7055611;0,9179692
0,7055611;0,9179692
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7048097;0,8749202
0,7099076;0,8321676
0,7099076;0,8321676
0,7158998;0,7895311
0,7158998;0,7895311
0,7255852;0,747579
0,7255852;0,747579
0,7255852;0,747579
0,7370188;0,7060694
0,7370188;0,7060694
0,7501807;0,6650749
0,7660306;0,6250429
0,7660306;0,6250429
0,7660306;0,6250429
0,7660306;0,6250429
0,7835428;0,5857096
0,7835428;0,5857096
0,7835428;0,5857096
0,8026868;0,5471443
0,8026868;0,5471443
0,8242146;0,5098571
0,8462608;0,4728741
0,8462608;0,4728741
0,8462608;0,4728741
0,8462608;0,4728741
0,8684361;0,4359683
0,8684361;0,4359683
0,8684361;0,4359683
0,8908684;0,3992182
0,8908684;0,3992182
0,8908684;0,3992182
0,9135568;0,3626256
0,9135568;0,3626256
0,9135568;0,3626256
0,9135568;0,3626256
0,9363728;0,3261124
0,9591887;0,2895993
