File;Back-Leg-Left;Backrest;Environment;Seat
A10_Eye-tracking.csv;0.0;11.600000000000001;80.20000000000002;0.0
B1_Eye-tracking.csv;1.8;42.80000000000001;214.4;11.999999999999996
